,Pubmed accesion code number 1,Locus
3415,['25113745'],AB857752
3416,['25113745'],AB857751
3417,['25113745'],AB857750
3418,['25113745'],AB857749
3419,['25113745'],AB857748
3420,['25113745'],AB857747
3421,['25113745'],AB857746
3422,['25113745'],AB857745
3423,['25113745'],AB857744
3424,['25113745'],AB857743
3425,['25113745'],AB857742
3426,['25113745'],AB857741
3427,['25113745'],AB857740
3428,['25113745'],AB857739
3429,['25113745'],AB857738
3430,['25113745'],AB857737
3431,['25113745'],AB857736
3432,['25113745'],AB857735
3433,['25113745'],AB857734
3434,['25113745'],AB857733
3435,['25113745'],AB857732
3436,['25113745'],AB857731
3437,['25113745'],AB857730
3438,[''],KF151178
3439,[''],KF151177
3440,[''],KF151176
3441,[''],KF151175
3442,[''],KF151174
3443,[''],KM923920
3444,[''],KM923919
3445,[''],KM923918
3446,[''],KM923917
3447,['25404070'],KJ689453
3448,['25404070'],KJ689452
3449,[''],KP100455
3450,[''],KM258119
3451,[''],KM258118
3452,[''],KM258117
3453,[''],KM258116
3454,[''],KM258115
3455,[''],KM258114
3456,[''],KM258113
3457,[''],KM258112
3458,[''],KM258111
3459,[''],KM258110
3460,[''],KM258109
3461,[''],KM258108
3462,[''],KM258107
3463,[''],KM258106
3464,[''],KM258105
3465,[''],KM258104
3466,[''],KM258103
3467,[''],KM258102
3468,[''],KM258101
3469,[''],KM258100
3470,[''],KM275651
3471,[''],KM275650
3472,[''],KM275649
3473,[''],KM275648
3474,[''],KM275647
3475,[''],KM275646
3476,[''],KM275645
3477,[''],KM275644
3478,[''],KM275643
3479,[''],KM275642
3480,[''],KM275641
3481,[''],KM275640
3482,[''],KM275639
3483,[''],KM275638
3484,[''],KM275637
3485,[''],KM275636
3486,[''],KM275635
3487,['24650864'],AB908054
3488,['25271852'],KJ939333
3489,['25060571'],KM192348
3490,['25076384'],KJ451624
3491,['25076384'],KJ451623
3492,['25076384'],KJ451622
3493,[''],KJ866155
3494,['25062511'],KF590567
3495,['25062511'],KF590566
3496,['25062511'],KF590565
3497,['25062511'],KF590564
3498,['25081254'],KJ941050
3499,[''],KJ729856
3500,[''],KJ729855
3501,[''],KJ729854
3502,[''],KJ729853
3503,[''],KJ729852
3504,[''],KJ729851
3505,[''],KJ729850
3506,[''],KJ729849
3507,[''],KJ729848
3508,[''],KJ729847
3509,[''],KJ729846
3510,[''],KJ729845
3511,[''],KJ729844
3512,[''],KJ729843
3513,[''],KJ729842
3514,[''],KJ729841
3515,[''],KJ729840
3516,[''],KJ729839
3517,[''],KJ729838
3518,[''],KJ729837
3519,[''],KJ729836
3520,[''],KJ729835
3521,[''],KJ729834
3522,[''],KJ729833
3523,[''],KJ729832
3524,[''],KJ729831
3525,[''],KJ729830
3526,[''],KJ729829
3527,['24970822'],AB860301
3528,[''],KJ796852
3529,[''],KJ796851
3530,[''],KJ796850
3531,[''],KJ796849
3532,[''],KJ796848
3533,[''],KJ796847
3534,['24933611'],KJ796846
3535,['24933611'],KJ796845
3536,['24933611'],KJ796844
3537,[''],KJ577660
3538,[''],KJ577659
3539,[''],KJ577658
3540,[''],KJ577657
3541,[''],KJ577656
3542,[''],KJ577655
3543,[''],KJ577654
3544,[''],KJ577653
3545,[''],KJ577652
3546,[''],KJ577651
3547,[''],KF872195
3548,[''],KF425514
3549,[''],JQ013707
3550,[''],JQ013706
3551,[''],JQ013705
3552,[''],JQ013704
3553,[''],JQ013703
3554,[''],JQ013702
3555,[''],JQ013701
3556,[''],JQ013700
3557,[''],JQ013699
3558,[''],JQ013698
3559,[''],JQ013697
3560,[''],JQ013696
3561,[''],JQ013695
3562,[''],JQ013694
3563,[''],JQ013693
3564,[''],JQ013692
3565,[''],JQ013691
3566,[''],JQ013690
3567,[''],JQ013689
3568,[''],JQ013688
3569,[''],JQ013687
3570,[''],KF587905
3571,[''],KF587904
3572,['24205417'],KC879578
3573,['24205417'],KC879577
3574,['24205417'],KC879576
3575,['24205417'],KC879575
3576,['24205417'],KC879574
3577,['24205417'],KC879573
3578,['24205417'],KC879572
3579,['24205417'],KC879571
3580,['24205417'],KC879570
3581,['24205417'],KC879569
3582,['24205417'],KC879568
3583,['24205417'],KC879567
3584,['24205417'],KC879566
3585,['24205417'],KC879565
3586,['24205417'],KC879564
3587,['24205417'],KC879563
3588,['24205417'],KC879562
3589,['24205417'],KC879561
3590,['24205417'],KC879560
3591,['24205417'],KC879559
3592,[''],KF356195
3593,['23965757'],KC524772
3594,['23965757'],KC524771
3595,['23965757'],KC524770
3596,['23684629'],KC285194
3597,['23684629'],KC285193
3598,['23684629'],KC285192
3599,['23684629'],KC285191
3600,['23684629'],KC285190
3601,['23684629'],KC285189
3602,[''],HE578162
3603,[''],JN981133
3604,[''],JN981132
3605,[''],JN981131
3606,[''],JN981130
3607,[''],JN981129
3608,[''],KC977322
3609,[''],KC977321
3610,[''],KC977320
3611,[''],KC977319
3612,[''],KC977318
3613,[''],KC977317
3614,[''],KC977316
3615,[''],KC977315
3616,[''],KC977314
3617,[''],KC977313
3618,[''],JX026956
3619,[''],JX026955
3620,[''],KC969208
3621,[''],KC969207
3622,['23334837'],JF272481
3623,['23334837'],JF272477
3624,['22274167'],AB678695
3625,['22274167'],AB678694
3626,['22274167'],AB678693
3627,['22274167'],AB678692
3628,['22274167'],AB678691
3629,['22274167'],AB678690
3630,['22274167'],AB678689
3631,['22274167'],AB678688
3632,['22274167'],AB678687
3633,['22274167'],AB678686
3634,['22274167'],AB678685
3635,['22274167'],AB678684
3636,['22274167'],AB678683
3637,['22274167'],AB678682
3638,['22274167'],AB678681
3639,['22274167'],AB678680
3640,['22274167'],AB678679
3641,['22274167'],AB678678
3642,['22274167'],AB678677
3643,[''],JN558836
3644,[''],JN558835
3645,[''],JN558834
3646,[''],JX911895
3647,['22782121'],EU727249
3648,['22782121'],EU727248
3649,['22782121'],EU727247
3650,['22782121'],EU727246
3651,['22782121'],EU727245
3652,['23171736'],JQ861260
3653,['23171736'],JQ861259
3654,['23171736'],JQ861258
3655,['23171736'],JQ861257
3656,['23171736'],JQ861256
3657,['23171736'],JQ861255
3658,['23171736'],JQ861254
3659,['23171736'],JQ861253
3660,['23167500'],HE806461
3661,['22706183'],FR717337
3662,['22706183'],FR717336
3663,[''],JX839829
3664,[''],JX839828
3665,[''],JX839827
3666,[''],JX839826
3667,[''],JX839825
3668,[''],JX839824
3669,[''],JX839823
3670,[''],JX839822
3671,[''],JX839821
3672,[''],JX839820
3673,[''],JX839819
3674,[''],JX839818
3675,[''],JX839817
3676,[''],JX839816
3677,[''],JX839815
3678,[''],JX839814
3679,[''],JX839813
3680,[''],JX839812
3681,[''],JX839811
3682,[''],JX839810
3683,[''],JX839809
3684,[''],JX839808
3685,[''],JX839807
3686,[''],JX839806
3687,[''],JX839805
3688,[''],JX839804
3689,[''],JX839803
3690,[''],JX839802
3691,[''],JX839801
3692,[''],JX839800
3693,[''],JX839799
3694,[''],JX839798
3695,[''],JX839797
3696,[''],JX839796
3697,[''],JX839795
3698,[''],JX839794
3699,[''],JX839793
3700,[''],JX839792
3701,[''],JX839791
3702,[''],JX839790
3703,[''],JX839789
3704,[''],JX839788
3705,[''],JX839787
3706,[''],JX839786
3707,[''],JX839785
3708,[''],JX839784
3709,[''],JX839783
3710,[''],JX839782
3711,[''],JX839781
3712,[''],JX839780
3713,[''],JX839779
3714,[''],JX839778
3715,[''],JX839777
3716,[''],JX839776
3717,[''],JX839775
3718,[''],JX839774
3719,[''],JX839773
3720,[''],JX839772
3721,[''],JX839771
3722,[''],JX839770
3723,[''],JX839769
3724,[''],JX839768
3725,[''],JX839767
3726,[''],JX839766
3727,['22925018'],JQ886094
3728,['22925018'],JQ886093
3729,['22925018'],JQ886092
3730,['22925018'],JQ013788
3731,['22925018'],HQ599560
3732,['22670036'],JX080288
3733,['22670036'],JX080287
3734,['22670036'],JX080286
3735,['22951312'],JF272476
3736,['22951312'],JF272475
3737,['22951312'],JF272474
3738,['22951312'],JF272473
3739,[''],JX437623
3740,[''],JX437622
3741,[''],JX437621
3742,[''],JX437620
3743,[''],JX437619
3744,[''],JX437618
3745,[''],JX437617
3746,[''],JX437616
3747,[''],JX437615
3748,[''],JX437614
3749,[''],JX437613
3750,[''],JX437612
3751,[''],JX437611
3752,[''],JX437610
3753,[''],JX437609
3754,[''],JX437608
3755,[''],JX437607
3756,[''],JX437606
3757,[''],JX437605
3758,[''],JX437604
3759,[''],JX437603
3760,[''],JX437602
3761,[''],JX437601
3762,[''],JX437600
3763,[''],JX437599
3764,[''],JX437598
3765,[''],JX437597
3766,[''],JX437596
3767,[''],JX437595
3768,[''],JX437594
3769,[''],JX437593
3770,[''],JX437592
3771,[''],JX437591
3772,[''],JX437590
3773,[''],JX437589
3774,[''],JX437588
3775,[''],JX437587
3776,[''],JX437586
3777,[''],JX437585
3778,[''],JX437584
3779,[''],JX437583
3780,[''],JX437582
3781,[''],JX437581
3782,[''],JX437580
3783,[''],JX437579
3784,[''],JX437578
3785,[''],JX437577
3786,[''],JX437576
3787,[''],JX437575
3788,[''],JX437574
3789,[''],JX437573
3790,[''],JX437572
3791,[''],JX437571
3792,[''],JX437570
3793,[''],JX437569
3794,[''],JX437568
3795,[''],JX437567
3796,[''],JX437566
3797,[''],JX437565
3798,[''],JX437564
3799,[''],JX437563
3800,[''],JX437562
3801,[''],JX437561
3802,[''],JX437560
3803,[''],JX437559
3804,[''],JX437558
3805,[''],JX437557
3806,[''],JX437556
3807,[''],JX437555
3808,[''],JX437554
3809,[''],JX437553
3810,[''],JX437552
3811,[''],JX437551
3812,[''],JX437550
3813,[''],JX437549
3814,[''],JX437548
3815,[''],JX437547
3816,[''],JX437546
3817,[''],JX437545
3818,[''],JX437544
3819,[''],JX437543
3820,[''],JX437542
3821,[''],JX437541
3822,[''],JX437540
3823,[''],JX437539
3824,[''],JX437538
3825,[''],JX437537
3826,[''],JX437536
3827,[''],JX437535
3828,[''],JX437534
3829,[''],JX437533
3830,[''],JX437532
3831,[''],JX437531
3832,[''],JX437530
3833,[''],JX437529
3834,[''],JX437528
3835,[''],JX437527
3836,[''],JX437526
3837,[''],JX437525
3838,[''],JX437524
3839,[''],JX437523
3840,[''],JX437522
3841,[''],JX437521
3842,[''],JX437520
3843,[''],JX437519
3844,[''],JX437518
3845,[''],JX437517
3846,[''],JX437516
3847,[''],JX437515
3848,[''],JX437514
3849,[''],JX437513
3850,[''],JX437512
3851,[''],JX437511
3852,[''],JX437510
3853,[''],JX437509
3854,[''],JX437508
3855,[''],JX437507
3856,[''],JX437506
3857,[''],JX437505
3858,[''],JX437504
3859,[''],JX437503
3860,[''],JX437502
3861,[''],JX437501
3862,[''],JX437500
3863,[''],JX437499
3864,[''],JX437498
3865,[''],JX437497
3866,[''],JX437496
3867,[''],JX437495
3868,[''],JX437494
3869,[''],JX437493
3870,[''],JX437492
3871,[''],JX437491
3872,[''],JX437490
3873,[''],JX437489
3874,[''],JX437488
3875,[''],JX437487
3876,[''],JX437486
3877,[''],JX437485
3878,[''],JX437484
3879,[''],JX437483
3880,[''],JX437482
3881,[''],JX437481
3882,[''],JX437480
3883,[''],JX437479
3884,[''],JX437478
3885,[''],JX437477
3886,[''],JX437476
3887,[''],JX437475
3888,[''],JX437474
3889,[''],JX437473
3890,[''],JX437472
3891,[''],JX437471
3892,[''],JX437470
3893,[''],JX437469
3894,[''],JX437468
3895,[''],JX437467
3896,[''],JX437466
3897,[''],JX437465
3898,[''],JX437464
3899,[''],JX437463
3900,[''],JX437462
3901,[''],JX437461
3902,[''],JX437460
3903,[''],JX265962
3904,[''],JX265961
3905,[''],JX265960
3906,['22843862'],JX088705
3907,['22855770'],HM067744
3908,['22459001'],JQ231211
3909,['22459001'],JQ231210
3910,[''],JQ740186
3911,[''],JQ740185
3912,[''],JQ740184
3913,[''],JQ740183
3914,[''],JQ740182
3915,[''],JQ740181
3916,[''],JQ740180
3917,[''],JQ740179
3918,[''],JQ740178
3919,[''],JQ740177
3920,[''],JQ740176
3921,[''],JQ740175
3922,[''],JQ740174
3923,[''],JQ740173
3924,['22484761'],JQ012946
3925,['22484761'],JQ012945
3926,['22484761'],JQ012944
3927,['22484761'],JQ012943
3928,['22484761'],JQ012942
3929,['22484761'],JQ012941
3930,['22484761'],JQ012940
3931,['22484761'],JQ012939
3932,['22484761'],JQ012938
3933,['22484761'],JQ012937
3934,['22484761'],JQ012936
3935,['22484761'],JQ012935
3936,['22484761'],JQ012934
3937,['22484761'],JQ012933
3938,['22484761'],JN711138
3939,['22484761'],JN711137
3940,['22484761'],JN711136
3941,['22484761'],JN711135
3942,['22484761'],JN711134
3943,['22484761'],JN711133
3944,['22484761'],JN711132
3945,['22484761'],JN711131
3946,['22484761'],JN711130
3947,['22484761'],JN711129
3948,['22484761'],JN711128
3949,['22484761'],JN711127
3950,['22484761'],JN712437
3951,['22484761'],JN712436
3952,['19193287'],EU856112
3953,['19193287'],EU856111
3954,['19193287'],EU856110
3955,['19193287'],EU856109
3956,['19193287'],EU856108
3957,['19193287'],EU856107
3958,[''],EF077612
3959,['22246833'],HM159390
3960,['22246833'],HM159389
3961,['22246833'],HM159388
3962,['22246833'],HM159387
3963,['22246833'],HM159386
3964,['22246833'],HM159385
3965,['22246833'],HM159384
3966,[''],JN786886
3967,[''],JN786885
3968,[''],JN786884
3969,[''],JN786883
3970,['21224040'],GU189061
3971,['20410280'],HM045823
3972,['20410280'],HM045822
3973,['20410280'],HM045821
3974,['20410280'],HM045820
3975,['20410280'],HM045819
3976,['20410280'],HM045818
3977,['20410280'],HM045817
3978,['20410280'],HM045816
3979,['20410280'],HM045815
3980,['20410280'],HM045814
3981,['20410280'],HM045813
3982,['20410280'],HM045812
3983,['20410280'],HM045811
3984,['20410280'],HM045810
3985,['20410280'],HM045809
3986,['20410280'],HM045808
3987,['20410280'],HM045807
3988,['20410280'],HM045806
3989,['20410280'],HM045805
3990,['20410280'],HM045804
3991,['20410280'],HM045803
3992,['20410280'],HM045802
3993,['20410280'],HM045801
3994,['20410280'],HM045800
3995,['20410280'],HM045799
3996,['20410280'],HM045798
3997,['20410280'],HM045797
3998,['20410280'],HM045796
3999,['20410280'],HM045795
4000,['20410280'],HM045794
4001,['20410280'],HM045793
4002,['20410280'],HM045792
4003,['20410280'],HM045791
4004,['20410280'],HM045790
4005,['20410280'],HM045789
4006,['20410280'],HM045788
4007,['20410280'],HM045787
4008,['20410280'],HM045786
4009,['20410280'],HM045785
4010,['20410280'],HM045784
4011,['21529410'],FR846307
4012,['21529410'],FR846306
4013,['21529410'],FR846305
4014,['21529410'],FR846304
4015,[''],HQ529780
4016,['18931072'],HQ456255
4017,['18931072'],HQ456254
4018,['18931072'],HQ456253
4019,['18931072'],HQ456252
4020,['18931072'],HQ456251
4021,[''],AF490259
4022,[''],HQ225614
4023,['19168965'],EU148608
4024,['19168965'],EU148607
4025,['19168965'],EU148606
4026,['20962712'],GU301781
4027,['20962712'],GU301780
4028,['20962712'],GU301779
4029,['20507700'],GU908223
4030,['20962712'],GQ905863
4031,['15891138'],AY726732
4032,['19683467'],FN295489
4033,['12466484'],AF369024
4034,['19955565'],GU013528
4035,['19955565'],GU013529
4036,['19955565'],GU013530
4037,['19891886'],FJ807899
4038,['19891886'],FJ807898
4039,['19891886'],FJ807897
4040,['19891886'],FJ807896
4041,['19891886'],FJ807895
4042,['19891886'],FJ807894
4043,['19891886'],FJ807893
4044,['19891886'],FJ807892
4045,['19891886'],FJ807891
4046,['19891886'],FJ807890
4047,['19891886'],FJ807889
4048,['19891886'],FJ807888
4049,['19891886'],FJ807887
4050,['19891886'],FJ807886
4051,['19851853'],GQ428215
4052,['19851853'],GQ428214
4053,['19851853'],GQ428213
4054,['19851853'],GQ428212
4055,['19851853'],GQ428211
4056,['19851853'],GQ428210
4057,[''],EF452494
4058,[''],EF452493
4059,['19625474'],FJ959103
4060,[''],EU244823
4061,['19683467'],FN295495
4062,['19683467'],FN295494
4063,['19683467'],FN295493
4064,['19683467'],FN295492
4065,['19683467'],FN295491
4066,['19683467'],FN295490
4067,['19683467'],FN295488
4068,['19683467'],FN295486
4069,[''],EU372006
4070,['18384900'],EF210157
4071,['17627877'],EF012359
4072,['17176562'],DQ443544
4073,[''],OR167357
4074,[''],OR167356
4075,[''],OR167355
4076,[''],OR167354
4077,[''],OR167353
4078,[''],OR167352
4079,[''],OR167351
4080,[''],OR167350
4081,[''],OR167349
4082,[''],OR167348
4083,[''],OR167347
4084,[''],OR167346
4085,[''],OR167345
4086,[''],OR167344
4087,[''],OR167343
4088,[''],OR167342
4089,[''],OR167341
4090,[''],OR167340
4091,[''],OR167339
4092,[''],OR167338
4093,[''],OR167337
4094,[''],OR167336
4095,[''],OR167335
4096,[''],OR167334
4097,[''],OR167333
4098,[''],OR167332
4099,[''],OR167331
4100,[''],OR167330
4101,[''],OR167329
4102,[''],OR167328
4103,[''],OR167327
4104,[''],OR167326
4105,[''],OR167325
4106,[''],OR167324
4107,[''],OR167323
4108,[''],OR167322
4109,[''],OR167321
4110,[''],OR167320
4111,[''],OR167319
4112,[''],OR167318
4113,[''],OR167317
4114,[''],OR167316
4115,[''],OR167315
4116,[''],OR167314
4117,[''],OR167313
4118,[''],OR167312
4119,[''],OR167311
4120,[''],OR167310
4121,[''],OR167309
4122,[''],OR167308
4123,[''],OR167307
4124,[''],OR167306
4125,[''],OR167305
4126,[''],OR167304
4127,[''],OR167303
4128,[''],OR167302
4129,[''],OR167301
4130,[''],OR167300
4131,[''],OR167299
4132,[''],OR167298
4133,[''],OR167297
4134,[''],OR167296
4135,[''],OR167295
4136,[''],OR167294
4137,[''],OR167293
4138,[''],OR167292
4139,[''],OR167291
4140,[''],OR167290
4141,[''],OR167289
4142,[''],OR037309
4143,[''],OR037308
4144,[''],OR037307
4145,[''],OR037306
4146,[''],OR037305
4147,[''],OQ865324
4148,[''],OQ865323
4149,[''],OQ865322
4150,[''],OQ865321
4151,[''],OQ865320
4152,[''],OQ865319
4153,[''],OQ865318
4154,[''],OQ865317
4155,[''],OQ865316
4156,[''],OQ865315
4157,[''],OQ865314
4158,[''],OQ865313
4159,[''],OQ865312
4160,[''],OQ865311
4161,[''],OQ865310
4162,[''],OQ865309
4163,[''],OQ865308
4164,[''],OQ865307
4165,[''],OQ865306
4166,[''],OQ865305
4167,[''],OQ865304
4168,[''],OQ865303
4169,[''],OQ865302
4170,[''],OQ865301
4171,[''],OQ865300
4172,[''],OQ865299
4173,[''],OQ865298
4174,[''],OQ865297
4175,[''],OQ865296
4176,[''],OQ865295
4177,[''],OQ842538
4178,[''],OQ842537
4179,[''],OQ842536
4180,[''],OQ842535
4181,[''],OQ842534
4182,[''],OQ842533
4183,[''],OQ842532
4184,[''],OQ842531
4185,[''],OQ842530
4186,[''],OQ842529
4187,[''],OQ567728
4188,[''],OQ567727
4189,[''],OQ567726
4190,[''],OQ750695
4191,[''],OQ750694
4192,[''],OQ750693
4193,[''],OQ750692
4194,[''],OQ750691
4195,[''],OQ750690
4196,[''],OQ750689
4197,[''],OQ750688
4198,[''],OR064030
4199,[''],OR064029
4200,[''],OR064028
4201,[''],OR064027
4202,[''],OR064026
4203,[''],OR064025
4204,[''],OR064024
4205,[''],OR064023
4206,[''],OR064022
4207,[''],OR064021
4208,[''],OR064020
4209,[''],OR064019
4210,[''],OR064018
4211,[''],OR064017
4212,[''],OR064016
4213,[''],OR064015
4214,[''],OR064014
4215,[''],OR064013
4216,[''],OR064012
4217,[''],OR064011
4218,[''],OR064010
4219,[''],OR064009
4220,[''],OR064008
4221,[''],OR064007
4222,[''],OR064006
4223,[''],OR064005
4224,[''],OR064004
4225,[''],OR064003
4226,[''],OR064002
4227,[''],OR064001
4228,[''],OR064000
4229,[''],OR063999
4230,[''],OR063998
4231,[''],OR063997
4232,[''],OR063996
4233,[''],OR063995
4234,[''],OR063994
4235,[''],OR063993
4236,[''],OR063992
4237,[''],OR063991
4238,[''],OR063990
4239,[''],OR063989
4240,[''],OR063988
4241,[''],OR063987
4242,[''],OR063986
4243,[''],OR063985
4244,[''],OR063984
4245,[''],OR063983
4246,[''],OR063982
4247,[''],OR063981
4248,[''],OR063980
4249,[''],OR063979
4250,[''],OR063978
4251,[''],OQ616996
4252,[''],OQ616995
4253,[''],OQ616994
4254,[''],OQ616993
4255,[''],OQ616992
4256,[''],OQ616991
4257,[''],OQ616990
4258,[''],OQ616989
4259,[''],OQ616988
4260,[''],OQ616987
4261,[''],OQ616986
4262,[''],OQ616985
4263,[''],OQ616984
4264,[''],OQ760076
4265,[''],OQ760075
4266,[''],OQ760074
4267,[''],OQ760073
4268,[''],OQ760072
4269,[''],OQ760071
4270,[''],OQ760070
4271,[''],OQ760069
4272,[''],OQ760068
4273,[''],OQ760067
4274,[''],OQ760066
4275,[''],OQ760065
4276,[''],OQ760064
4277,[''],OQ760063
4278,[''],OQ760062
4279,[''],OQ760061
4280,[''],OQ760060
4281,[''],OQ760059
4282,[''],OQ760058
4283,[''],OQ760057
4284,[''],OQ760056
4285,[''],OQ760055
4286,[''],OQ760054
4287,[''],OQ760053
4288,[''],OQ760052
4289,[''],OQ760051
4290,[''],OQ760050
4291,[''],OQ760049
4292,[''],OQ760048
4293,[''],OQ760047
4294,[''],OQ760046
4295,[''],OQ760045
4296,[''],OQ760044
4297,[''],OQ760043
4298,[''],OQ760042
4299,[''],OQ760041
4300,[''],OQ760040
4301,[''],OQ760039
4302,[''],OQ760038
4303,[''],OQ760037
4304,[''],OQ760036
4305,[''],OQ760035
4306,[''],OQ760034
4307,[''],OQ760033
4308,[''],OQ760032
4309,[''],OQ760031
4310,[''],OQ760030
4311,[''],OQ760029
4312,[''],OQ760028
4313,[''],OQ760027
4314,[''],OQ760026
4315,[''],OQ760025
4316,[''],OQ760024
