,Pubmed accesion code number 1,Locus
7561,[''],HW250527
7562,[''],JB160222
7563,[''],JB160221
7564,[''],JB160220
7565,[''],JB160219
7566,[''],JB160218
7567,[''],JB160217
7568,[''],JB160209
7569,[''],JB160208
7570,[''],JB160207
7571,[''],JB160206
7572,[''],JB160205
7573,[''],JB160204
7574,[''],JB160203
7575,[''],JA879224
7576,[''],JA879223
7577,[''],JA879222
7578,[''],JA879221
7579,[''],JA879220
7580,[''],JA879219
7581,[''],JA879218
7582,[''],JA879217
7583,[''],JA879216
7584,[''],JA879215
7585,[''],JA879214
7586,[''],JA879213
7587,[''],JA879211
7588,[''],JA879208
7589,[''],JA879207
7590,[''],JA879140
7591,[''],JA879139
7592,[''],JA879138
7593,[''],JA879137
7594,[''],JA879136
7595,[''],JA879135
7596,[''],JA879134
7597,[''],JA879133
7598,[''],JA879132
7599,[''],JA879131
7600,[''],JA879130
7601,[''],JA879129
7602,[''],JA879128
7603,[''],JA879127
7604,[''],HV955851
7605,[''],HV955850
7606,[''],HV955849
7607,[''],HV955848
7608,[''],HV955847
7609,[''],HV955846
7610,[''],HC083952
7611,[''],HC083951
7612,[''],HC083950
7613,[''],HC083949
7614,[''],HC083948
7615,[''],HC083947
7616,[''],HC083946
7617,[''],HC083945
7618,[''],HC083944
7619,[''],HC083942
7620,[''],HC083941
7621,[''],HC083940
7622,[''],HC083939
7623,[''],HC083938
7624,[''],HC083937
7625,[''],HC083936
7626,[''],HC083935
7627,[''],HC083934
7628,[''],HC083933
7629,[''],HC083932
7630,[''],HC083931
7631,[''],HC083930
7632,[''],HC083929
7633,[''],HC083928
7634,[''],HC083927
7635,[''],HC083926
7636,[''],HC083925
7637,[''],HC083924
7638,[''],HC083923
7639,[''],HC083922
7640,[''],HC083921
7641,[''],HC083920
7642,[''],HC083919
7643,[''],HC083918
7644,[''],HC083917
7645,[''],HC083916
7646,[''],HC083915
7647,[''],HC083914
7648,[''],HC083913
7649,[''],HC083912
7650,[''],HC083911
7651,[''],HC083910
7652,[''],HC083909
7653,[''],HC083908
7654,[''],HC083907
7655,[''],HC083906
7656,[''],HC083905
7657,[''],HC083904
7658,[''],HC083903
7659,[''],HC083902
7660,[''],HC083901
7661,[''],HC083900
7662,[''],HC083899
7663,[''],HC083898
7664,[''],HC083897
7665,[''],HC083896
7666,[''],HC083895
7667,[''],HC083894
7668,[''],HC083893
7669,[''],HC083892
7670,[''],HC083871
7671,[''],HC083870
7672,[''],HC083869
7673,[''],HC083868
7674,[''],HC083867
7675,[''],HC083866
7676,[''],HC083865
7677,[''],HC083864
7678,[''],HC083863
7679,[''],HC083862
7680,[''],HC083861
7681,[''],HC083860
7682,[''],HC083859
7683,[''],HC083858
7684,[''],HC083857
7685,[''],HC083856
7686,[''],HC083855
7687,[''],HC083854
7688,[''],HC083853
7689,[''],HC083852
7690,[''],HC083850
7691,[''],HC083849
7692,[''],HC083848
7693,[''],HC083847
7694,[''],HC083846
7695,[''],HC083845
7696,[''],HC083844
7697,[''],HC083843
7698,[''],HC083842
7699,[''],HC083841
7700,[''],HC083840
7701,[''],HC083839
7702,[''],HC083838
7703,[''],HC083837
7704,[''],HC083836
7705,[''],HC083835
7706,[''],HC083834
7707,[''],HC083833
7708,[''],HC083832
7709,[''],HC083831
7710,[''],HC083830
7711,[''],HC083829
7712,[''],HC083828
7713,[''],HC083827
7714,[''],HC083826
7715,[''],HC083825
7716,[''],HC083824
7717,[''],HC083823
7718,[''],HC083822
7719,[''],HC083821
7720,[''],HC083820
7721,[''],HC083819
7722,[''],HC083818
7723,[''],HC083817
7724,[''],HC083816
7725,[''],HC083815
7726,[''],HC083814
7727,[''],HC083813
7728,[''],HC083812
7729,[''],HC083811
7730,[''],HC083810
7731,[''],HC083809
7732,[''],HC083808
7733,[''],HC083807
7734,[''],HC083806
7735,[''],HC083805
7736,[''],HC083804
7737,[''],HC083803
7738,[''],HC083802
7739,[''],HC083801
7740,[''],HC083800
7741,[''],HC083799
7742,[''],HC083798
7743,[''],HC083797
7744,[''],HC083796
7745,[''],HC083795
7746,[''],HC083794
7747,[''],HC083793
7748,[''],HC083792
7749,[''],HC083791
7750,[''],HC083790
7751,[''],HC083789
7752,[''],HC083788
7753,[''],HC083787
7754,[''],HC083786
7755,[''],HC083785
7756,[''],HC083784
7757,[''],HC083783
7758,[''],HC083782
7759,[''],HC083781
7760,[''],HC083780
7761,[''],HC083779
7762,[''],HC083778
7763,[''],HC083777
7764,[''],HC083776
7765,[''],HC083775
7766,[''],HC083774
7767,[''],HC083773
7768,[''],HC083772
7769,[''],HC083771
7770,[''],HC083770
7771,[''],HC083769
7772,[''],HC083768
7773,[''],HC083767
7774,[''],HC083766
7775,[''],HC083765
7776,[''],HC083764
7777,[''],HC083763
7778,[''],HC083762
7779,[''],GN349263
7780,[''],GN349262
7781,[''],GN349261
7782,[''],GN349260
7783,[''],GN349259
7784,[''],GN349258
7785,[''],GN349257
7786,[''],GN349256
7787,[''],GN349255
7788,[''],GN349254
7789,[''],GN349253
7790,[''],GN349252
7791,[''],GN349251
7792,[''],GN349250
7793,[''],GM047824
7794,[''],GM047823
7795,[''],GM047822
7796,[''],GM839469
7797,[''],GM839468
7798,[''],GM839467
7799,[''],GM839466
7800,[''],GM839465
7801,[''],GM839464
7802,[''],GM839463
7803,[''],GM839462
7804,[''],GM839461
7805,[''],GM839460
7806,[''],GM839459
7807,[''],GM839458
7808,[''],GM839456
7809,[''],GM839453
7810,[''],GM839452
7811,[''],GM839385
7812,[''],GM839384
7813,[''],GM839383
7814,[''],GM839382
7815,[''],GM839381
7816,[''],GM839380
7817,[''],GM839379
7818,[''],GM839378
7819,[''],GM839377
7820,[''],GM839376
7821,[''],GM839375
7822,[''],GM839374
7823,[''],GM839373
7824,[''],GM839372
7825,[''],MP925200
7826,[''],LQ868551
7827,[''],LQ868550
7828,[''],LQ868549
7829,[''],LQ868548
7830,[''],LQ868547
7831,[''],LQ868546
7832,[''],LQ868545
7833,[''],LQ868544
7834,[''],LQ868543
7835,[''],LQ868542
7836,[''],LQ868541
7837,[''],LQ868540
7838,[''],LQ868539
7839,[''],LQ868538
7840,[''],LQ868537
7841,[''],LQ868536
7842,[''],LQ868535
7843,[''],LQ868534
7844,[''],LQ868533
7845,[''],LQ868532
7846,[''],LQ868531
7847,[''],LQ868530
7848,[''],LQ868529
7849,[''],LQ868528
7850,[''],LQ868527
7851,[''],LQ868526
7852,[''],LQ729826
7853,[''],LQ729825
7854,[''],LQ729824
7855,[''],LQ729823
7856,[''],LQ729822
7857,[''],LQ729821
7858,[''],LQ729820
7859,[''],LQ729819
7860,[''],LQ729818
7861,[''],LQ729817
7862,[''],LQ729816
7863,[''],LP837644
7864,[''],LP837639
7865,[''],LP837230
7866,[''],LP837225
7867,[''],LP981867
7868,[''],LP981862
7869,[''],LQ317139
7870,[''],LQ317138
7871,[''],LQ317137
7872,[''],LQ317136
7873,[''],LQ423146
7874,[''],LQ423144
7875,[''],JB138056
7876,[''],JB138055
7877,[''],JB138054
7878,[''],JB138053
7879,[''],JB138052
7880,[''],JB138051
7881,[''],JB138050
7882,[''],JB138049
7883,[''],JB138048
7884,[''],JB138047
7885,[''],JB138046
7886,[''],JA794909
7887,[''],JA794908
7888,[''],JA794907
7889,[''],JA794906
7890,[''],JA794905
7891,[''],JA794904
7892,[''],HB423144
7893,[''],HB423143
7894,[''],HB338846
7895,[''],HB338845
7896,[''],GN351091
7897,[''],GN351090
7898,[''],GN351089
7899,[''],GN351088
7900,[''],GN351087
7901,[''],GN351086
7902,[''],GN351085
7903,[''],GN351084
7904,[''],GN351083
7905,[''],GN351082
7906,['18351388'],EU037962
7907,[''],JX142137
7908,[''],JX142136
7909,['19386706'],3GPQ_F
7910,['19386706'],3GPQ_E
7911,['36449616'],7Y38_Z
7912,[''],4TU0_G
7913,[''],4TU0_F
7914,[''],OF362397
7915,[''],OF362396
7916,[''],OF362395
7917,[''],OF362394
7918,[''],OF362393
7919,[''],OF362392
7920,[''],OF362391
7921,[''],OF362390
7922,[''],OF362389
7923,[''],OF362388
7924,[''],OF362387
7925,[''],OF362386
7926,[''],OF362385
7927,[''],OF362384
7928,[''],OF362383
7929,[''],LY803330
7930,[''],LY803335
7931,[''],LY803331
7932,[''],LY803327
7933,[''],LY803332
7934,[''],LY803328
7935,[''],LY803329
7936,[''],LY978989
7937,[''],LY978985
7938,[''],LY978981
7939,[''],LY978977
7940,[''],LY978973
7941,[''],LY978969
7942,[''],LY978965
7943,[''],LY978961
7944,[''],LY978957
7945,[''],LY978953
7946,[''],LY978990
7947,[''],LY978986
7948,[''],LY978982
7949,[''],LY978978
7950,[''],LY978974
7951,[''],LY978970
7952,[''],LY978966
7953,[''],LY978962
7954,[''],LY978958
7955,[''],LY978954
7956,[''],LY978950
7957,[''],LY978991
7958,[''],LY978987
7959,[''],LY978983
7960,[''],LY978979
7961,[''],LY978975
7962,[''],LY978971
7963,[''],LY978967
7964,[''],LY978963
7965,[''],LY978959
7966,[''],LY978955
7967,[''],LY978951
7968,[''],LY978988
7969,[''],LY978984
7970,[''],LY978980
7971,[''],LY978976
7972,[''],LY978972
7973,[''],LY978968
7974,[''],LY978964
7975,[''],LY978960
7976,[''],LY978956
7977,[''],LY978952
7978,[''],LY649478
7979,[''],LY649477
7980,[''],LY649476
7981,[''],LY649475
7982,[''],LY649474
7983,[''],LY649473
7984,[''],LY575865
7985,[''],LY575864
7986,[''],LY575863
7987,[''],LY575862
7988,[''],LY575861
7989,[''],LY575860
7990,[''],LY575859
7991,[''],LY575858
7992,[''],LY575857
7993,[''],LY575856
7994,[''],LY575855
7995,[''],LY575854
7996,[''],LY575853
7997,[''],LY575852
7998,[''],LY575851
7999,[''],LY575850
8000,[''],LY575849
8001,[''],LY575848
8002,[''],LY575847
8003,[''],LY575846
8004,[''],LY575845
8005,[''],LY575844
8006,[''],LY575843
8007,[''],LY575842
8008,[''],LY575841
8009,[''],LY575840
8010,[''],LY575839
8011,[''],LY575838
8012,[''],LY575837
8013,[''],LY575836
8014,[''],LY575835
8015,[''],LY575834
8016,[''],LY575833
8017,[''],LY575832
8018,[''],LY575831
8019,[''],LY575830
8020,[''],LY575829
8021,[''],LY575828
8022,[''],LY575827
8023,[''],LY575826
8024,[''],LY575825
8025,[''],LY575824
8026,[''],LY575823
8027,[''],LY575822
8028,[''],LY575821
8029,[''],LY575820
8030,[''],LY575819
8031,[''],LY575818
8032,[''],LY575817
8033,[''],LY575816
8034,[''],LY575815
8035,[''],MA407064
8036,[''],MA407063
8037,[''],MA407062
8038,[''],MA407061
8039,[''],MA407060
8040,[''],MA407059
8041,[''],MA407058
8042,[''],MA407057
8043,[''],MA407056
8044,[''],MA407055
8045,[''],MA407054
8046,[''],MA407053
8047,[''],MA407052
8048,[''],MA407051
8049,[''],MA407050
8050,[''],MA407049
8051,[''],MA407048
8052,[''],MA407047
8053,[''],MA407046
8054,[''],MA407045
8055,[''],MA407044
8056,[''],MA407043
8057,[''],MA407042
8058,[''],MA407041
8059,[''],MA407040
8060,[''],MA407039
8061,[''],MA407038
8062,[''],MA407037
8063,[''],MA407036
8064,[''],MA407035
8065,[''],MA407034
8066,[''],MA407033
8067,[''],MA407032
8068,[''],MA407031
8069,[''],MA407030
8070,[''],MA407029
8071,[''],MA407028
8072,[''],MA407027
8073,[''],MA407026
8074,[''],MA407025
8075,[''],MA407024
8076,[''],MA407023
8077,[''],MA407022
8078,[''],MA407021
8079,[''],MA407020
8080,[''],MA407019
8081,[''],MA407018
8082,[''],MA407017
8083,[''],MA407016
8084,[''],MA407015
8085,[''],MA407014
8086,[''],HZ468386
8087,[''],HZ468385
8088,[''],HZ468384
8089,[''],HZ468383
8090,[''],HZ468382
8091,[''],HZ468381
8092,[''],HZ468380
8093,[''],HZ468372
8094,[''],LG064804
8095,[''],LG064803
8096,[''],LG064802
8097,[''],LG064801
8098,[''],LG064800
8099,[''],LG064799
8100,[''],LG064798
8101,[''],LG064790
8102,[''],HW249832
8103,[''],HW249831
8104,[''],HW249830
8105,[''],HW249829
8106,[''],HW249828
8107,[''],HW249827
8108,[''],HW249826
8109,[''],HW249825
8110,[''],HW249824
8111,[''],HW249823
8112,[''],HW249822
8113,[''],HW249821
8114,[''],HW249820
8115,[''],HW249819
8116,[''],HW249818
8117,[''],HW249817
8118,[''],HW249816
8119,[''],HW249815
8120,[''],HW249814
8121,[''],HW249813
8122,[''],HW249812
8123,[''],HW249811
8124,[''],HW249810
8125,[''],HW249809
8126,[''],HW249808
8127,[''],HW249807
8128,[''],HW249806
8129,[''],HW249805
8130,[''],HW249804
8131,[''],HW249803
8132,[''],HW249802
8133,[''],HW249801
8134,[''],HW249800
8135,[''],HW249799
8136,[''],HW249798
8137,[''],HW249797
8138,[''],HW249796
8139,[''],HW249795
8140,[''],HW249794
8141,[''],HW249793
8142,[''],HW249792
8143,[''],HW249791
8144,[''],HW249790
8145,[''],HW249789
8146,['23936484'],KC149889
8147,['23936484'],KC149888
8148,['23936484'],KC149887
8149,[''],HV507674
8150,[''],HV507622
8151,[''],HV507621
8152,[''],HV507620
8153,[''],HV507619
8154,[''],HV507618
8155,[''],HV507617
8156,[''],HV507616
8157,[''],HV507615
8158,[''],HV507614
8159,[''],HV507613
8160,[''],HV507612
8161,[''],HV507611
8162,[''],HV507610
8163,[''],HV507609
8164,[''],HV507608
8165,[''],HV507607
8166,[''],HV507606
8167,[''],HV507605
8168,[''],HV507604
8169,[''],HV507603
8170,[''],HV507582
8171,[''],FU759517
8172,[''],FU759516
8173,[''],FU759515
8174,[''],FU759514
8175,[''],FU759513
8176,[''],FU759512
8177,[''],FU759511
8178,[''],FU759510
8179,[''],FU759509
8180,[''],FU759508
8181,[''],FU759507
8182,[''],FU759506
8183,[''],FU759505
8184,[''],FU759504
8185,[''],FU759503
8186,[''],FU759502
8187,[''],FU759501
8188,[''],FU759500
8189,[''],FU759499
8190,[''],FU759498
8191,[''],FU759497
8192,[''],FU759496
8193,[''],FU759495
8194,[''],FU759494
8195,[''],FU759493
8196,[''],FU759492
8197,[''],FU759491
8198,[''],FU759490
8199,[''],FU759489
8200,[''],FU759488
8201,[''],FU759487
8202,[''],FU759486
8203,[''],FU759485
8204,[''],FU759484
8205,[''],FU759483
8206,[''],FU759482
8207,[''],FU759481
8208,[''],FU759480
8209,[''],FU759479
8210,[''],FU759478
8211,[''],FU759477
8212,[''],FU759476
8213,[''],FU759475
8214,[''],FU759474
8215,[''],OS330551
8216,[''],OS330550
8217,[''],OS330549
8218,[''],OS330548
8219,[''],OS330547
8220,[''],OS330546
8221,[''],OS330545
8222,[''],OS330544
8223,[''],OS330543
8224,[''],OS330542
8225,[''],OS330541
8226,[''],OS330540
8227,[''],OS330539
8228,[''],OS330538
8229,[''],OS330537
8230,[''],OS330536
8231,[''],OS330535
8232,[''],OS330534
8233,[''],OS330533
8234,[''],OS330532
8235,[''],OS330531
8236,[''],OS330530
8237,[''],OS330529
8238,[''],OS330528
8239,[''],OS330527
8240,[''],OS330526
8241,[''],OS330525
8242,[''],OS330524
8243,[''],OS330523
8244,[''],OS330522
8245,[''],OS330521
8246,[''],OS330520
8247,"['36899856', '35132236', '33988325', '33401146', '33148375', '11046156', '10906474', '10049693', '9819390', '9418910']",NM_001412081
8248,"['36899856', '35132236', '33988325', '33401146', '33148375', '11046156', '10906474', '10049693', '9819390', '9418910']",NM_001287800
8249,"['36899856', '35132236', '33988325', '33401146', '33148375', '11046156', '10906474', '10049693', '9819390', '9418910']",NM_001077362
8250,"['36899856', '35132236', '33988325', '33401146', '33148375', '11046156', '10906474', '10049693', '9819390', '9418910']",NM_001412082
8251,"['36899856', '35132236', '33988325', '33401146', '33148375', '11046156', '10906474', '10049693', '9819390', '9418910']",NM_001412086
8252,"['36899856', '35132236', '33988325', '33401146', '33148375', '11046156', '10906474', '10049693', '9819390', '9418910']",NM_001412087
8253,"['36899856', '35132236', '33988325', '33401146', '33148375', '11046156', '10906474', '10049693', '9819390', '9418910']",NM_001412083
8254,"['36899856', '35132236', '33988325', '33401146', '33148375', '11046156', '10906474', '10049693', '9819390', '9418910']",NM_001412085
8255,"['36899856', '35132236', '33988325', '33401146', '33148375', '11046156', '10906474', '10049693', '9819390', '9418910']",NM_010211
8256,"['36899856', '35132236', '33988325', '33401146', '33148375', '11046156', '10906474', '10049693', '9819390', '9418910']",NM_001412080
8257,"['36899856', '35132236', '33988325', '33401146', '33148375', '11046156', '10906474', '10049693', '9819390', '9418910']",NM_001412088
8258,"['36899856', '35132236', '33988325', '33401146', '33148375', '11046156', '10906474', '10049693', '9819390', '9418910']",NM_001412079
8259,"['36899856', '35132236', '33988325', '33401146', '33148375', '11046156', '10906474', '10049693', '9819390', '9418910']",NM_001412084
8260,"['36899856', '35132236', '33988325', '33401146', '33148375', '11046156', '10906474', '10049693', '9819390', '9418910']",NM_001077361
8261,[''],PE044182
8262,[''],PE044181
8263,[''],PE044180
8264,[''],PE044179
8265,[''],PE044178
8266,[''],PE044177
8267,[''],PE044176
8268,"['37339209', '35764142', '35612284', '33582383', '32974937', '20579434', '7590978', '1380797', '1650385', '1971786']",NM_133655
8269,"['36148951', '34076483', '29490266', '26824453', '24893663', '15345747', '15102471', '12520002', '10512203', '12106288']",NM_015781
8270,"['36148951', '34076483', '29490266', '26824453', '24893663', '15345747', '15102471', '12520002', '10512203', '12106288']",NM_001358932
8271,"['31541081', '30996093', '30660999', '30481169', '30333512', '28404855', '23251661', '19199708', '15057823', '9729438']",NM_004800
8272,"['36148951', '34076483', '29490266', '26824453', '24893663', '15345747', '15102471', '12520002', '10512203', '12106288']",NR_152558
8273,"['35456497', '32296183', '31080063', '31080061', '23386276', '19056867', '14603461']",NM_001282584
8274,"['35456497', '32296183', '31080063', '31080061', '23386276', '19056867', '14603461']",NM_001282582
8275,"['36168636', '35723050', '34446021', '33789112', '33109765', '11891046', '11790298', '11593297', '11256614', '10749921']",NM_019082
8276,"['36203609', '35612284', '34824296', '34526719', '34445169', '1383329', '1860863', '1650385', '2398277', '1695320']",NM_001297649
8277,"['36168636', '35723050', '34446021', '33789112', '33109765', '11891046', '11790298', '11593297', '11256614', '10749921']",NM_001257189
8278,"['36203609', '35612284', '34824296', '34526719', '34445169', '1383329', '1860863', '1650385', '2398277', '1695320']",NM_004356
8279,"['35456497', '32296183', '31080063', '31080061', '23386276', '19056867', '14603461']",NM_001282583
8280,"['35456497', '32296183', '31080063', '31080061', '23386276', '19056867', '14603461']",NM_032348
8281,"['35137078', '32878022', '31364126', '28404855', '28211985', '10196134', '9915799', '9744796', '9230113', '7601448']",NM_001301063
8282,"['35137078', '32878022', '31364126', '28404855', '28211985', '10196134', '9915799', '9744796', '9230113', '7601448']",NM_001543
8283,"['34076483', '32024956', '31591574', '28366643', '23550035', '9922400', '10036981', '10024943', '9811942', '9618174']",NM_001285489
8284,"['34076483', '32024956', '31591574', '28366643', '23550035', '9922400', '10036981', '10024943', '9811942', '9618174']",NM_001285490
8285,"['34076483', '32024956', '31591574', '28366643', '23550035', '9922400', '10036981', '10024943', '9811942', '9618174']",NM_008672
8286,"['35456497', '32296183', '31080063', '31080061', '23386276', '19056867', '14603461']",NM_001282585
8287,"['20881182', '22855770']",HM067747
8288,"['20881182', '22855770']",HM067746
8289,[''],OO822028
8290,[''],OO822027
8291,[''],OO822026
8292,[''],OO822025
8293,[''],OO822024
8294,[''],OO822023
8295,[''],OO822022
8296,[''],OO822021
8297,[''],OO822020
8298,[''],OO822019
8299,[''],OO822018
8300,[''],OO822017
8301,[''],OO822016
8302,[''],OO822015
8303,[''],OO822014
8304,[''],OO822013
8305,[''],OO822012
8306,[''],OO822011
8307,[''],OO822010
8308,[''],OO822009
8309,[''],OO822008
8310,[''],OO822007
8311,[''],OO822006
8312,[''],OO822005
8313,[''],OO822004
8314,[''],OO822003
8315,[''],OO822002
8316,[''],OO822001
8317,[''],OO822000
8318,[''],OO821999
8319,[''],OO821998
8320,[''],OO821997
8321,[''],OO821996
8322,[''],OO821995
8323,[''],OO821994
8324,[''],OO821993
8325,[''],OO821992
8326,[''],OO821991
8327,[''],OO821990
8328,[''],OO821989
8329,[''],OO821988
8330,[''],OO821987
8331,[''],OO821986
8332,[''],OR379328
8333,[''],OR379327
8334,[''],OR379326
8335,[''],OR379325
8336,[''],OR379324
8337,"['36940342', '35617964', '34482201', '34425575', '32102875', '30257884', '16183747', '15368895', '12466305', '11544199']",NM_001146022
8338,[''],PE061847
8339,[''],OO295954
8340,[''],OO295953
8341,[''],OO295952
8342,[''],OO295951
8343,[''],OO295950
8344,[''],OO295949
8345,[''],OO295948
8346,[''],OO295947
8347,[''],OO295946
8348,[''],OO295945
8349,[''],OO295944
8350,[''],OO295943
8351,[''],OO295942
8352,[''],OO295941
8353,[''],OO295940
8354,[''],OO295939
8355,[''],OO295938
8356,[''],OO295937
8357,[''],OO295936
8358,[''],OO295935
8359,[''],OO295934
8360,[''],OO295933
8361,[''],OO295932
8362,[''],OO295931
8363,[''],OO295930
8364,[''],OO295929
8365,[''],OO295928
8366,[''],OO295927
8367,[''],OO295926
8368,[''],OO295925
8369,[''],OO295924
8370,[''],OO240963
8371,[''],OO240962
8372,[''],OO240961
8373,[''],OO240960
8374,[''],OO240959
8375,[''],OO240958
8376,[''],OO240957
8377,[''],OO240956
8378,[''],OO240955
8379,[''],OO240954
8380,[''],OO240953
8381,[''],OO240952
8382,[''],OO240951
8383,[''],OO240950
8384,[''],OO240949
8385,[''],OO240948
8386,[''],OO240947
8387,[''],OO240946
8388,[''],OO240945
8389,[''],OO240944
8390,[''],OO240943
8391,[''],OO240942
8392,[''],OO240941
8393,[''],OO240940
8394,[''],OO240939
8395,[''],OO240938
8396,[''],OO240937
8397,[''],OO240936
8398,[''],OO240935
8399,[''],OO240934
8400,[''],OO240933
8401,[''],OO240932
8402,[''],OO240931
8403,[''],OO240930
8404,[''],OO240929
8405,[''],OO240928
8406,[''],OO240927
8407,[''],OO240926
8408,[''],OO240925
8409,[''],OO240924
8410,[''],OO240923
8411,[''],OO240922
8412,[''],OO240921
8413,[''],OO240920
8414,[''],OO240919
8415,[''],OO240918
8416,[''],OO240917
8417,[''],OO240916
8418,[''],OO240915
8419,[''],OO240914
8420,[''],OO240913
8421,[''],OO240912
8422,[''],OO240911
8423,[''],OO240910
8424,[''],OO240909
8425,[''],OO240908
8426,[''],OO240907
8427,[''],OO240906
8428,[''],OO240905
8429,[''],OO240904
8430,[''],OO240903
8431,[''],OO240902
8432,[''],OO240901
8433,[''],OO240683
8434,[''],OO240682
8435,[''],OO240681
8436,[''],OO240680
8437,[''],OO240679
8438,[''],OO240678
8439,[''],OO240677
8440,[''],OO240676
8441,[''],OO240675
8442,[''],OO240674
8443,[''],OO240673
8444,[''],OO240672
8445,[''],OO240671
8446,[''],OO240670
8447,[''],OO240669
8448,[''],OO240668
8449,[''],OO240667
8450,[''],OO240666
8451,[''],OO240665
8452,[''],OO240664
8453,[''],OO240663
8454,[''],OO240662
8455,[''],OO240661
8456,[''],OO240660
8457,[''],OO240659
8458,[''],OO269596
8459,[''],OO269595
8460,[''],OO269594
8461,[''],OO269593
8462,[''],OO269592
8463,[''],OO269591
8464,[''],OO269590
8465,[''],OO269589
8466,[''],OO269588
8467,[''],OO269587
8468,[''],OO269586
8469,[''],OO269585
8470,[''],OO269584
8471,[''],OO269583
8472,[''],OO269582
8473,[''],OO269581
8474,[''],OO269580
8475,[''],OO269579
8476,[''],OO269578
8477,[''],OO269577
8478,[''],OO269576
8479,[''],OO269575
8480,[''],OO269574
8481,[''],OO269573
8482,[''],OO269572
8483,[''],OO269571
8484,[''],OO269570
8485,[''],OO269569
8486,[''],OO269568
8487,[''],OO269567
8488,[''],OO269566
8489,[''],OO269565
8490,[''],OO269564
8491,[''],OO269563
8492,[''],OO269562
8493,[''],OO269561
8494,[''],OO269560
8495,[''],OO269559
8496,[''],OO269558
8497,[''],OO269557
8498,[''],OO269556
8499,[''],OO269555
8500,[''],OO269554
8501,"['36946776', '35764162', '35727817', '35295584', '34799424', '24039582', '22345667', '23091644', '20045026', '19474100']",NM_001080584
8502,"['36946776', '35764162', '35727817', '35295584', '34799424', '24039582', '22345667', '23091644', '20045026', '19474100']",NM_001327873
8503,[''],MY801607
8504,[''],MY801606
8505,[''],MY801605
8506,[''],MY801604
8507,[''],MY801603
8508,[''],MY801602
8509,[''],MY801601
8510,[''],MY801600
8511,[''],MY801599
8512,[''],MY801598
8513,[''],MY801597
8514,[''],MY801596
8515,[''],MY801595
8516,[''],MY801594
8517,[''],MY801593
8518,[''],MY801592
8519,[''],MY801591
8520,[''],MY801590
8521,[''],MY801589
8522,[''],MY801588
8523,[''],MY801587
8524,[''],MY801586
8525,[''],MY801585
8526,[''],MY801584
8527,[''],MY801583
8528,[''],MY801582
8529,[''],MY801581
8530,[''],MY801580
8531,[''],MY801579
8532,[''],MY801578
8533,[''],MY801577
8534,[''],MY801576
8535,[''],MY801575
8536,[''],MY801574
8537,[''],MY801573
8538,[''],MY801572
8539,[''],MY801571
8540,[''],MY801570
8541,[''],MY801569
8542,[''],MY801568
8543,[''],MY801567
8544,[''],MY801566
8545,[''],MY801565
8546,[''],MY801564
8547,[''],MY801563
8548,[''],MY801562
8549,[''],MY801561
8550,[''],MY801560
8551,[''],MY801559
8552,[''],MY801558
8553,[''],MY801557
8554,[''],MY801556
8555,[''],MY801555
8556,[''],MY801554
8557,[''],MY801553
8558,[''],MY801552
8559,[''],MY801551
8560,[''],MY801550
8561,[''],MY801549
8562,[''],MY801548
8563,[''],MY801547
8564,[''],MY801546
8565,[''],MY801545
8566,[''],MY801544
8567,[''],MY801543
8568,[''],MY801542
8569,[''],MY801541
8570,[''],MY801540
8571,[''],MY801539
8572,[''],MY801538
8573,[''],MY801537
8574,[''],MY801536
8575,[''],MY801535
8576,[''],MY801534
8577,[''],MY801533
8578,[''],MY801532
8579,[''],MY801531
8580,[''],MY801530
8581,[''],MY801529
8582,[''],MY801528
8583,[''],MY801527
8584,[''],MY801526
8585,[''],MY801525
8586,[''],MY801524
8587,[''],MY801523
8588,[''],MY801522
8589,[''],MY801521
8590,[''],MY801520
8591,[''],MY801519
8592,[''],MY801518
8593,[''],MY801517
8594,[''],MY801516
8595,[''],MY801515
8596,[''],MY801514
8597,[''],MY801513
8598,[''],MY801512
8599,[''],MY801511
8600,[''],MY801510
8601,[''],MY801509
8602,[''],MY801508
8603,[''],MY801507
8604,[''],MY801506
8605,[''],MY801505
8606,[''],MY801504
8607,[''],MY801503
8608,[''],MY801502
8609,[''],MY801501
8610,[''],MY801500
8611,[''],MY801499
8612,[''],MY801498
8613,[''],MY801497
8614,[''],MY801496
8615,[''],MY801495
8616,[''],MY801494
8617,[''],MY801493
8618,[''],MY801492
8619,[''],MY801491
8620,[''],MY801490
8621,[''],MY801489
8622,[''],MY801488
8623,[''],MY801487
8624,[''],MY801486
8625,[''],MY801485
8626,[''],MY801484
8627,[''],MY801483
8628,[''],MY801482
8629,[''],MY801481
8630,[''],MY801480
8631,[''],MY801479
8632,[''],MY801478
8633,[''],MY801477
8634,[''],MY801476
8635,[''],MY801475
8636,[''],MY801474
8637,[''],MY801473
8638,[''],MY801472
8639,[''],MY801471
8640,[''],MY801470
8641,[''],MY801469
8642,[''],MY801468
8643,[''],MY801467
8644,[''],MY801466
8645,[''],MY801465
8646,[''],MY801464
8647,[''],MY801463
8648,[''],MY801462
8649,[''],MY801461
8650,[''],MY801460
8651,[''],MY801459
8652,[''],MY801458
8653,[''],MY801457
8654,[''],MY801456
8655,[''],MY801455
8656,[''],MY801454
8657,[''],MY801453
8658,[''],MY801452
8659,[''],MY801451
8660,[''],MY801450
8661,[''],MY801449
8662,[''],MY801448
