Locus,Pubmed accession number
MY518247,[]
MY518248,[]
MY518249,[]
MY518250,[]
MY518251,[]
MY518252,[]
MY518253,[]
MY518254,[]
MY518255,[]
MY518256,[]
MY518257,[]
MY518258,[]
MY518259,[]
MY518260,[]
MY518261,[]
MY518262,[]
MY518263,[]
MY518264,[]
MY518265,[]
MY518266,[]
MY518267,[]
MY518268,[]
MY518269,[]
MY518270,[]
MY518271,[]
MY518272,[]
MY518273,[]
MY518274,[]
MY518275,[]
MY518276,[]
MY518277,[]
MY518278,[]
MY518279,[]
MY518280,[]
MY518281,[]
MY518282,[]
MY518283,[]
MY518284,[]
MY518285,[]
MY518286,[]
MY518287,[]
MY518288,[]
MY518289,[]
MY518290,[]
MY518291,[]
MY518292,[]
MY518293,[]
MY518294,[]
MY518295,[]
MY518296,[]
MY518297,[]
MY518298,[]
MY518299,[]
MY518300,[]
MY518301,[]
MY518302,[]
MY518303,[]
MY518304,[]
MY518305,[]
MY538670,[]
MY538671,[]
MY538672,[]
MY538673,[]
MY538674,[]
MY538675,[]
MY538676,[]
MY538677,[]
MY538678,[]
MY558452,[]
MY558453,[]
MY558454,[]
MY661255,[]
MY661256,[]
MY661257,[]
MY661258,[]
MY661259,[]
MY661260,[]
MY661261,[]
MY661262,[]
MY661263,[]
MY661264,[]
MY661265,[]
MY661266,[]
MY773143,[]
MY773144,[]
MY773145,[]
MY773146,[]
MY773147,[]
MY773148,[]
MY773149,[]
MY773150,[]
MY773151,[]
MY773152,[]
MY773153,[]
MY773154,[]
MY812738,[]
MY812739,[]
MY812740,[]
MY812741,[]
MY866355,[]
MY885668,[]
MY885669,[]
MY885670,[]
MY885671,[]
MY885672,[]
MY885673,[]
MY885674,[]
MY885675,[]
MY885676,[]
MY885677,[]
MY885678,[]
MY885679,[]
MY885680,[]
MY885681,[]
MY885682,[]
MY885683,[]
MY885684,[]
MY885685,[]
MY885686,[]
MY885687,[]
MY885688,[]
MY885689,[]
MY885690,[]
MY885691,[]
MY885692,[]
MY885693,[]
MY885694,[]
MY885695,[]
MY885696,[]
MY885697,[]
MY885698,[]
MY885699,[]
MY885700,[]
MY885701,[]
MY885702,[]
MY885703,[]
MY885704,[]
MY885705,[]
MY885706,[]
MY885707,[]
MY885708,[]
MY885709,[]
MY885710,[]
MY885711,[]
MY885712,[]
MY885713,[]
MY885714,[]
MY885715,[]
MY885716,[]
MY885717,[]
MY885718,[]
MY885719,[]
MY885720,[]
MY885721,[]
MY885722,[]
MY885723,[]
MY885724,[]
MY885725,[]
MY885726,[]
MY885727,[]
MY885728,[]
MY885729,[]
MY885730,[]
MY885731,[]
MY936069,[]
MY936070,[]
MY936071,[]
MY936072,[]
MY936073,[]
MY936074,[]
MY936075,[]
MY936076,[]
MY936077,[]
MY936078,[]
MY936079,[]
MY936080,[]
MY936081,[]
MY936082,[]
MY936083,[]
MY936084,[]
MY936085,[]
MY936086,[]
MY936087,[]
MY936088,[]
MY936089,[]
MY936090,[]
MY936091,[]
MY936092,[]
MY936093,[]
MY936094,[]
MY936095,[]
MY936096,[]
MY936097,[]
MY936098,[]
MY936099,[]
MY936100,[]
MY936101,[]
MY936102,[]
MY936103,[]
MY936104,[]
MY936105,[]
MY936106,[]
MY936107,[]
MY936108,[]
MY936109,[]
MY936110,[]
MY936111,[]
MY936112,[]
MY936113,[]
MY936114,[]
MY936115,[]
MY936116,[]
MY936117,[]
MY936118,[]
MY936119,[]
MY936120,[]
MY936121,[]
MY936122,[]
MY936123,[]
MY936124,[]
MY936125,[]
MY936126,[]
MY936127,[]
MY936128,[]
MY936129,[]
MY936130,[]
MY936131,[]
MY936132,[]
MY936133,[]
MY936134,[]
MY936135,[]
MY936136,[]
MY936137,[]
MY936138,[]
MY936139,[]
MY936140,[]
MY936141,[]
MY936142,[]
MY936143,[]
MY936144,[]
MY936145,[]
MY936146,[]
MY936147,[]
MY936148,[]
MY936149,[]
MY936150,[]
MY936151,[]
MY936152,[]
MY936153,[]
MY936154,[]
MY936155,[]
MY936156,[]
MY936157,[]
MY936158,[]
MY936159,[]
MY936160,[]
MY936161,[]
MY936162,[]
MY936163,[]
MY936164,[]
MY936165,[]
MY936166,[]
MY936167,[]
MY936168,[]
MY936169,[]
MY936170,[]
MY936171,[]
MY936172,[]
MY936173,[]
MY936174,[]
MY936175,[]
MY936176,[]
MY936177,[]
MY936178,[]
MY936179,[]
MY936180,[]
MY936181,[]
MY936182,[]
MY936183,[]
MY936184,[]
MY936185,[]
MY936186,[]
MY936187,[]
MY936188,[]
MY936189,[]
MY936190,[]
MY936191,[]
MY936192,[]
MY936193,[]
MY936194,[]
MY936195,[]
MY936196,[]
MY936197,[]
MY936198,[]
MY936199,[]
MY936200,[]
MY936201,[]
MY936202,[]
MY936203,[]
MY936204,[]
MY936205,[]
MY936206,[]
MY936207,[]
MY936208,[]
MY936209,[]
MY936210,[]
MY936211,[]
MY936212,[]
MY936213,[]
MY936214,[]
MY936215,[]
MY936216,[]
MY936217,[]
MY936218,[]
MY936219,[]
MY936220,[]
MY936221,[]
MY936222,[]
MY936223,[]
MY936224,[]
MY936225,[]
MY936226,[]
MY936227,[]
MY936228,[]
MY936229,[]
MY936230,[]
MY936231,[]
MY936232,[]
MY936233,[]
MY936234,[]
MY936235,[]
MY936236,[]
MY936237,[]
MY936238,[]
MY936239,[]
MY952894,[]
MY952895,[]
MZ008356,[]
MZ126475,[]
MZ126476,[]
MZ318404,[]
MZ318405,[]
MZ318406,[]
MZ318407,[]
MZ318408,[]
MZ318409,[]
MZ318410,[]
MZ318411,[]
MZ318412,[]
MZ318413,[]
MZ318414,[]
MZ318415,[]
MZ318416,[]
MZ318417,[]
MZ318418,[]
MZ318419,[]
MZ318420,[]
MZ592925,[]
MZ670001,[]
MZ686202,[]
MZ686203,[]
MZ686204,[]
NC_012532,"['17195954', '16223950']"
NC_029055,"['19741066', '17195954']"
NC_035889,['26862926']
NG_010479,"['35985476', '19123937']"
NG_017001,"['14534576', '9658108']"
NM_000136,"['34864095', '33960642', '33073500', '31467304', '21850767', '20301753', '20301575', '1641028', '1303234', '1574115']"
NM_000599,"['36949068', '36680137', '35513854', '34830489', '35151245', '7511544', '1709938', '1710112', '1850258', '1850257']"
NM_000874,"['37028439', '36927455', '36672770', '36439115', '35967349', '32244308', '7588638', '7665574', '7759950', '7570186']"
NM_001005743,"['37219487', '37376558', '36200956', '35562322', '35478938', '9535908', '9303539', '8755477', '7568168', '7596406']"
NM_001005744,"['37219487', '37376558', '36200956', '35562322', '35478938', '9535908', '9303539', '8755477', '7568168', '7596406']"
NM_001005745,"['37219487', '37376558', '36200956', '35562322', '35478938', '9535908', '9303539', '8755477', '7568168', '7596406']"
NM_001038604,"['36803804', '36048544', '34172832', '33939927', '31160588', '19074552', '18496526', '14691545', '11414735', '10449773']"
NM_001042383,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NM_001042384,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NM_001042400,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NM_001042635,"['34516797', '32296183', '30021884', '30177828', '25887473', '22681889', '22658674', '18547334', '16705177', '16565220']"
NM_001042673,"['35703178', '32896825', '33073500', '30977208', '30213274', '8704201', '8630504', '7689006', '7690622', '1303234']"
NM_001102387,"['35846271', '35563763', '34141984', '32634524', '33071966', '26040728', '25124925', '25017371', '17900370', '17612411']"
NM_001104937,"['35940686', '35696068', '35231489', '35693809', '35563763', '19450519', '19265122', '19047404', '18640853', '18498112']"
NM_001110462,"['35846271', '35563763', '32094353', '31072958', '30845179', '25124925', '19631987', '17900370', '17612411', '16381931']"
NM_001111082,"['35690839', '35589132', '35563763', '35360100', '34305858', '19717522', '19265122', '18802111', '17785823', '18039395']"
NM_001111083,"['35982787', '35806111', '35690839', '35589132', '35563763', '19717522', '19265122', '18802111', '17785823', '18039395']"
NM_001113501,"['35714800', '36059461', '35940686', '35772676', '35563763', '21849483', '19501636', '19631987', '19265122', '18498112']"
NM_001127453,"['37438979', '37085908', '35923131', '35863214', '35972780', '9771715', '9523727', '9450185', '8589696', '20301607']"
NM_001127454,"['37438979', '37085908', '35923131', '35863214', '35972780', '9771715', '9523727', '9450185', '8589696', '20301607']"
NM_001128701,"['35876681', '35563763', '35134499', '34006636', '30724719', '30205037', '36659403', '26469318', '25534026', '23099477']"
NM_001135155,"['34696437', '28473536', '23698369', '17920018', '16932743', '12192000', '11790558', '10778858', '10078207', '8812431']"
NM_001135156,"['34696437', '28473536', '23698369', '17920018', '16932743', '12192000', '11790558', '10778858', '10078207', '8812431']"
NM_001161740,"['35690839', '35589132', '35563763', '33171123', '33027664', '22889848', '21653665', '19779068', '19717522', '18039395']"
NM_001163817,"['36182074', '36710342', '36164611', '34093899', '9653161', '9634533', '9465114', '7560069', '20301612', '20301322']"
NM_001165030,"['36604140', '35536318', '34015269', '33929485', '34043740', '30933966', '30352685', '30093494', '30177828', '30126924']"
NM_001173393,"['36298679', '36142146', '35966054', '35843953', '14534576', '12618867', '12138159', '11725301', '9658108', '9557657']"
NM_001193644,"['35215846', '34108265', '32814053', '11883941', '10051604', '9418908', '9339377', '8076834', '24501781', '20301621']"
NM_001242758,"['37485595', '37016751', '36999362', '37246469', '36680137', '32303592', '93026', '92029', '72068', '1055432']"
NM_001243743,"['34864095', '33960642', '33073500', '31467304', '21850767', '20301753', '20301575', '1641028', '1303234', '1574115']"
NM_001243744,"['34864095', '33960642', '33073500', '31467304', '21850767', '20301753', '20301575', '1641028', '1303234', '1574115']"
NM_001256477,"['37075076', '36451821', '33874983', '23416111', '18498354', '17999954']"
NM_001256478,"['37075076', '36451821', '33874983', '23416111', '18498354', '17999954']"
NM_001261825,"['32270034', '31855809', '30833792', '30635239', '27190175', '10087211', '9826176', '9722630', '7776974', '776974']"
NM_001282942,"['35703178', '32896825', '33073500', '30977208', '30213274', '8704201', '8630504', '7689006', '7690622', '1303234']"
NM_001289125,"['37028439', '36927455', '36672770', '36439115', '35967349', '32244308', '7588638', '7665574', '7759950', '7570186']"
NM_001289126,"['37028439', '36927455', '36672770', '36439115', '35967349', '32244308', '7588638', '7665574', '7759950', '7570186']"
NM_001289128,"['37028439', '36927455', '36672770', '36439115', '35967349', '32244308', '7588638', '7665574', '7759950', '7570186']"
NM_001289978,"['34696437', '28473536', '23698369', '17920018', '16932743', '12192000', '11790558', '10778858', '10078207', '8812431']"
NM_001291894,"['37461040', '36331874', '36642505', '35132958', '34098314', '9422771', '8977170', '8977169', '8855262', '8132564']"
NM_001300727,"['37612343', '35793002', '28611181', '27692986', '22388039', '15684394']"
NM_001301713,"['36946983', '37266571', '36795561', '36630476', '36618364', '10617422', '10520991', '9825957', '7859281', '7851893']"
NM_001304288,"['34282707', '33639401', '33396696', '32964027', '32814053', '1534510', '2543954', '2970671', '2970639', '2429301']"
NM_001308156,"['36298679', '36142146', '35966054', '35843953', '14534576', '12618867', '12138159', '11725301', '9658108', '9557657']"
NM_001308277,"['37701839', '37293200', '36326276', '34873063', '34309824', '30682371', '27974568', '26735137', '25814554', '21044950']"
NM_001320114,"['37219487', '37376558', '36200956', '35562322', '35478938', '9535908', '9303539', '8755477', '7568168', '7596406']"
NM_001327985,"['36142384', '35759868', '36120339', '36065184', '35563763', '23509368', '23145839', '22705555', '22949679', '20865040']"
NM_001330647,"['35054871', '34548638', '31178222', '29382735', '27248469', '19763610', '17662026', '16606612', '16382100', '12403827']"
NM_001347446,"['36576150', '34512666', '32641828', '32126128', '30928727', '29466708', '11916970', '11331580']"
NM_001347448,"['32270034', '29117179', '27480124', '25456137', '23012479', '14559211', '12396720', '12080145', '12222967', '10834841']"
NM_001347514,"['35703178', '32896825', '33073500', '30977208', '30213274', '8704201', '8630504', '7689006', '7690622', '1303234']"
NM_001347515,"['35703178', '32896825', '33073500', '30977208', '30213274', '8704201', '8630504', '7689006', '7690622', '1303234']"
NM_001353108,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NM_001353109,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NM_001353110,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NM_001353111,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NM_001353112,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NM_001353113,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NM_001353117,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NM_001353118,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NM_001353119,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NM_001353120,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NM_001353121,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NM_001353122,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NM_001353123,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NM_001353124,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NM_001353125,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NM_001353126,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NM_001359181,"['33706013', '32277054', '32270034', '30635239', '27721430', '21142819', '12799444', '12396720', '10779534', '10395668']"
NM_001359945,"['36809539', '36333342', '35859175', '32270034', '29463066', '12799444', '12396720', '12169584', '12080145', '12222967']"
NM_001359946,"['36809539', '36333342', '35859175', '32270034', '29463066', '12799444', '12396720', '12169584', '12080145', '12222967']"
NM_001360,"['36182074', '36710342', '36164611', '34093899', '9653161', '9634533', '9465114', '7560069', '20301612', '20301322']"
NM_001363579,"['34696437', '28473536', '23698369', '17920018', '16932743', '12192000', '11790558', '10778858', '10078207', '8812431']"
NM_001368295,"['34310650', '31712393', '30814285', '30706626', '29706455', '12226475', '12181746', '11375492', '10903447', '9714827']"
NM_001368296,"['34310650', '31712393', '30814285', '30706626', '29706455', '12226475', '12181746', '11375492', '10903447', '9714827']"
NM_001371390,"['34298400', '33193389', '32296183', '31845972', '30846987', '12975309', '11748283', '11536172', '11086035', '11031109']"
NM_001371391,"['34298400', '33193389', '32296183', '31845972', '30846987', '12975309', '11748283', '11536172', '11086035', '11031109']"
NM_001385054,"['37028439', '36927455', '36672770', '36439115', '35967349', '32244308', '7588638', '7665574', '7759950', '7570186']"
NM_001385055,"['37028439', '36927455', '36672770', '36439115', '35967349', '32244308', '7588638', '7665574', '7759950', '7570186']"
NM_001395418,"['32270034', '31855809', '30833792', '30635239', '27190175', '10087211', '9826176', '9722630', '7776974', '776974']"
NM_001395419,"['32270034', '31855809', '30833792', '30635239', '27190175', '10087211', '9826176', '9722630', '7776974', '776974']"
NM_001410702,"['37179450', '37170094', '36519538', '34372530', '34108265', '16849320', '16108059', '15890971', '11752458', '9391139']"
NM_001410984,"['36672782', '35934228', '35305973', '34031250', '33138195', '9880533', '9790745', '9346316', '1708818', '2440675']"
NM_001414485,"['37607966', '36996499', '36854751', '35840700', '35011618', '12054577', '11896183', '11588182', '11359897', '9790759']"
NM_001414486,"['37607966', '36996499', '36854751', '35840700', '35011618', '12054577', '11896183', '11588182', '11359897', '9790759']"
NM_001414487,"['37607966', '36996499', '36854751', '35840700', '35011618', '12054577', '11896183', '11588182', '11359897', '9790759']"
NM_001414488,"['37607966', '36996499', '36854751', '35840700', '35011618', '12054577', '11896183', '11588182', '11359897', '9790759']"
NM_001414489,"['37607966', '36996499', '36854751', '35840700', '35011618', '12054577', '11896183', '11588182', '11359897', '9790759']"
NM_001414490,"['37607966', '36996499', '36854751', '35840700', '35011618', '12054577', '11896183', '11588182', '11359897', '9790759']"
NM_001414491,"['37607966', '36996499', '36854751', '35840700', '35011618', '12054577', '11896183', '11588182', '11359897', '9790759']"
NM_001414492,"['37607966', '36996499', '36854751', '35840700', '35011618', '12054577', '11896183', '11588182', '11359897', '9790759']"
NM_001414493,"['37607966', '36996499', '36854751', '35840700', '35011618', '12054577', '11896183', '11588182', '11359897', '9790759']"
NM_001414494,"['37607966', '36996499', '36854751', '35840700', '35011618', '12054577', '11896183', '11588182', '11359897', '9790759']"
NM_001414495,"['37607966', '36996499', '36854751', '35840700', '35011618', '12054577', '11896183', '11588182', '11359897', '9790759']"
NM_001414496,"['37607966', '36996499', '36854751', '35840700', '35011618', '12054577', '11896183', '11588182', '11359897', '9790759']"
NM_001414497,"['37607966', '36996499', '36854751', '35840700', '35011618', '12054577', '11896183', '11588182', '11359897', '9790759']"
NM_001414498,"['37607966', '36996499', '36854751', '35840700', '35011618', '12054577', '11896183', '11588182', '11359897', '9790759']"
NM_002116,"['37485595', '37016751', '36999362', '37246469', '36680137', '32303592', '93026', '92029', '72068', '1055432']"
NM_002295,"['34282707', '33639401', '33396696', '32964027', '32814053', '1534510', '2543954', '2970671', '2970639', '2429301']"
NM_002442,"['37481823', '37607966', '36996499', '36854751', '35840700', '12054577', '11896183', '11588182', '11359897', '9790759']"
NM_002787,"['36680137', '35019712', '34711951', '32296183', '29636472', '7558012', '7811265', '7966316', '1888762', '2025653']"
NM_002857,"['35215846', '34108265', '32814053', '11883941', '10051604', '9418908', '9339377', '8076834', '24501781', '20301621']"
NM_003733,"['32270034', '31855809', '30833792', '30635239', '27190175', '10087211', '9826176', '9722630', '7776974', '776974']"
NM_003744,"['37219487', '37376558', '36200956', '35562322', '35478938', '9535908', '9303539', '8755477', '7568168', '7596406']"
NM_004403,"['37438979', '37085908', '35923131', '35863214', '35972780', '9771715', '9523727', '9450185', '8589696', '20301607']"
NM_004647,"['34696437', '28473536', '23698369', '17920018', '16932743', '12192000', '11790558', '10778858', '10078207', '8812431']"
NM_006187,"['36672782', '35934228', '35305973', '34031250', '33138195', '9880533', '9790745', '9346316', '1708818', '2440675']"
NM_007254,"['37061005', '35412344', '34247972', '20118933', '12032095', '11163244', '10446193', '10446192', '20301532', '20301317']"
NM_007719,"['36946983', '37266571', '36795561', '36630476', '36618364', '10617422', '10520991', '9825957', '7859281', '7851893']"
NM_007985,"['35703178', '32896825', '33073500', '30977208', '30213274', '8704201', '8630504', '7689006', '7690622', '1303234']"
NM_010062,"['34310650', '31712393', '30814285', '30706626', '29706455', '12226475', '12181746', '11375492', '10903447', '9714827']"
NM_011426,"['36861412', '37059107', '36867536', '36868219', '36795561', '9383289', '8530048', '7533044', '7925291', '2050106']"
NM_011854,"['33706013', '32277054', '32270034', '30635239', '27721430', '21142819', '12799444', '12396720', '10779534', '10395668']"
NM_012206,"['36298679', '36142146', '35966054', '35843953', '14534576', '12618867', '12138159', '11725301', '9658108', '9557657']"
NM_013532,"['37461040', '36331874', '36642505', '35132958', '34098314', '9422771', '8977170', '8977169', '8855262', '8132564']"
NM_015012,"['36604140', '35536318', '34015269', '33929485', '34043740', '30933966', '30352685', '30093494', '30177828', '30126924']"
NM_015114,"['35871307', '31735666', '31147383', '30301939', '29254732', '25259927', '22770216', '22542470', '19946888', '16964243']"
NM_015177,"['37612343', '35793002', '28611181', '27692986', '22388039', '15684394']"
NM_015514,"['34516797', '32296183', '30021884', '30177828', '25887473', '22681889', '22658674', '18547334', '16705177', '16565220']"
NM_016564,"['35045349', '34549796', '33027701', '32296183', '30177828', '18499894', '16713569', '16181419', '11311134']"
NM_018381,"['37701839', '37293200', '36326276', '34873063', '34309824', '30682371', '27974568', '26735137', '25814554', '21044950']"
NM_019963,"['36795561', '35977519', '35462541', '35351885', '35173036', '9287210', '9126479', '8601453', '8626752', '8530075']"
NM_020634,"['36484260', '35632746', '29735971', '27803451', '25372014', '16126341', '12975309', '10844590', '9467948', '8429021']"
NM_021133,"['35655265', '34272227', '34031250', '33811184', '33670646', '7539425', '7514601', '7514564', '7680958', '1565627']"
NM_021364,"['36803804', '36048544', '34172832', '33939927', '31160588', '19074552', '18496526', '14691545', '11414735', '10449773']"
NM_025180,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NM_053166,"['36576150', '34512666', '32641828', '32126128', '30928727', '29466708', '11916970', '11331580']"
NM_080657,"['37179450', '37170094', '36519538', '34372530', '34108265', '16849320', '16108059', '15890971', '11752458', '9391139']"
NM_130441,"['34298400', '33193389', '32296183', '31845972', '30846987', '12975309', '11748283', '11536172', '11086035', '11031109']"
NM_145209,"['36809539', '36333342', '35859175', '32270034', '29463066', '12799444', '12396720', '12169584', '12080145', '12222967']"
NM_145227,"['32270034', '29117179', '27480124', '25456137', '23012479', '14559211', '12396720', '12080145', '12222967', '10834841']"
NM_153259,"['35054871', '34548638', '31178222', '29382735', '27248469', '19763610', '17662026', '16606612', '16382100', '12403827']"
NM_172893,"['37305966', '29921658', '27626380', '25086041', '24194600', '20412781', '16919269', '12851707', '11544199']"
NM_175687,"['34873063', '24194600', '20798045']"
NM_176891,"['36897927', '35862222', '30936491', '29905034', '28045025', '18362232', '17878351', '17287131', '15546383', '15233997']"
NM_177348,"['36897927', '23951133', '23449591', '22617838', '21787220', '17988629', '17277142', '15684736', '15233997', '1988542']"
NM_177551,"['34852802', '34777363', '31858105', '31734354', '32039055', '16018973', '12646212', '12522134', '12044878', '2834384']"
NM_198213,"['32270034', '31855809', '30833792', '30635239', '27190175', '10087211', '9826176', '9722630', '7776974', '776974']"
NM_203503,"['34298400', '33193389', '32296183', '31845972', '30846987', '12975309', '11748283', '11536172', '11086035', '11031109']"
NM_207315,"['37075076', '36451821', '33874983', '23416111', '18498354', '17999954']"
NM_207584,"['37028439', '36927455', '36672770', '36439115', '35967349', '32244308', '7588638', '7665574', '7759950', '7570186']"
NM_207585,"['37028439', '36927455', '36672770', '36439115', '35967349', '32244308', '7588638', '7665574', '7759950', '7570186']"
NR_028491,"['36604140', '35536318', '34015269', '33929485', '34043740', '30933966', '30352685', '30093494', '30177828', '30126924']"
NR_036492,"['35215846', '34108265', '32814053', '11883941', '10051604', '9418908', '9339377', '8076834', '24501781', '20301621']"
NR_036493,"['35215846', '34108265', '32814053', '11883941', '10051604', '9418908', '9339377', '8076834', '24501781', '20301621']"
NR_046236,"['37075076', '36451821', '33874983', '23416111', '18498354', '17999954']"
NR_148352,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NR_148353,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NR_148354,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NR_148355,"['35793002', '35989368', '34296302', '34156311', '33472304', '12812986', '12221128', '11076968', '7790358', '20301772']"
NR_186330,['35985476']
NR_186331,['35985476']
OF011397,[]
OF014579,[]
OF014580,[]
OF014581,[]
OF014582,[]
OF014583,[]
OF014584,[]
OF014585,[]
OF014586,[]
OF014587,[]
OF014588,[]
OF014589,[]
OF014590,[]
OF036254,[]
OF036260,[]
OF036261,[]
OF036262,[]
OF036263,[]
OF036264,[]
OF036265,[]
OF036266,[]
OF040302,[]
OF040303,[]
OF040304,[]
OF040305,[]
OF040306,[]
OF040307,[]
OF040308,[]
OF040309,[]
OF040310,[]
OF040311,[]
OF040312,[]
OF040313,[]
OF040314,[]
OF040315,[]
OF043936,[]
OF043937,[]
OF043938,[]
OF043939,[]
OF043940,[]
OF043941,[]
OF043942,[]
OF137696,[]
OF137697,[]
OF137698,[]
OF137699,[]
OF137700,[]
OF137701,[]
OF137702,[]
OF137703,[]
OF137704,[]
OF137705,[]
OF137706,[]
OF137707,[]
OF137708,[]
OF137709,[]
OF298590,[]
OF298591,[]
OF298592,[]
OF298593,[]
OF298594,[]
OF298595,[]
OF298596,[]
OF363493,[]
OF363494,[]
OF363495,[]
OF363496,[]
OF363497,[]
OF363498,[]
OF363499,[]
OF382077,[]
OG145104,[]
OG145105,[]
OG145106,[]
OG145107,[]
OG145108,[]
OG145109,[]
OG145110,[]
OG145111,[]
OG145112,[]
OG145113,[]
OG145114,[]
OG145115,[]
OG145116,[]
OG145117,[]
OG145118,[]
OG145119,[]
OG160808,[]
OG160809,[]
OG160810,[]
OG160811,[]
OG160812,[]
OG160813,[]
OG160814,[]
OG160815,[]
OG160816,[]
OG160817,[]
OG160818,[]
OG160819,[]
OG160820,[]
OG160821,[]
OG160822,[]
OG160823,[]
OG160824,[]
OG160825,[]
OG160826,[]
OK054351,[]
OK054369,[]
OK054370,[]
OK054371,[]
OK054372,[]
OK054373,[]
OK054374,[]
OK054375,[]
OK054376,[]
OK054377,[]
OK054378,[]
OK054379,[]
OK054380,[]
OK054381,[]
OK054382,[]
OK054383,[]
OK054384,[]
OK054385,[]
OK054386,[]
OK054387,[]
OK054388,[]
OK054389,[]
OK054390,[]
OK054391,[]
OK054392,[]
OK054393,[]
OK054394,[]
OK054395,[]
OK054396,[]
OK054397,[]
OK054398,[]
OK054399,[]
OK054400,[]
OK054401,[]
OK054402,[]
OK054403,[]
OK054404,[]
OK054405,[]
OK054406,[]
OK054407,[]
OK054408,[]
OK054409,[]
OK054410,[]
OK054411,[]
OK054412,[]
OK054413,[]
OK054414,[]
OK054415,[]
OK054416,[]
OK054417,[]
OK054418,[]
OK054419,[]
OK054420,[]
OK054421,[]
OK054422,[]
OK054423,[]
OK054424,[]
OK054425,[]
OK054426,[]
OK054427,[]
OK054428,[]
OK054429,[]
OK054430,[]
OK054431,[]
OK054432,[]
OK054433,[]
OK054434,[]
OK054435,[]
OK054436,[]
OK054437,[]
OK054438,[]
OK054439,[]
OK054440,[]
OK054441,[]
OK054442,[]
OK054443,[]
OK054444,[]
OK054445,[]
OK054446,[]
OK054447,[]
OK054448,[]
OK054449,[]
OK054450,[]
OK054451,[]
OK054452,[]
OK054453,[]
OK054454,[]
OK054455,[]
OK054456,[]
OK054457,[]
OK054458,[]
OK054459,[]
OK054460,[]
OK054461,[]
OK054462,[]
OK054463,[]
OK054464,[]
OK054465,[]
OK054466,[]
OK054467,[]
OK054468,[]
OK054469,[]
OK054470,[]
OK054471,[]
OK054472,[]
OK054473,[]
OK054474,[]
OK054475,[]
OK054476,[]
OK054477,[]
OK054478,[]
OK054479,[]
OK054480,[]
OK054481,[]
OK054482,[]
OK054483,[]
OK054484,[]
OK054485,[]
OK054486,[]
OK054487,[]
OK571913,['36096408']
OK573004,[]
OK573005,[]
OK573006,[]
OK573007,[]
OK573008,[]
OK573247,[]
OK573248,[]
OK573249,[]
OK573250,[]
OK573251,[]
OK573252,[]
OK573253,[]
OK573254,[]
OK573255,[]
OK573256,[]
OK573257,[]
OK573280,[]
OK573281,[]
OK573282,[]
OK573283,[]
OK573284,[]
OK573285,[]
OK573286,[]
OK573287,[]
OK573288,[]
OK573289,[]
OK573290,[]
OK573291,[]
OK573292,[]
OK573293,[]
OK573294,[]
OK573295,[]
OK573296,[]
OK573297,[]
OK573298,[]
OK573299,[]
OK573300,[]
OK573301,[]
OK573302,[]
OK573303,[]
OK573304,[]
OK573305,[]
OK573306,[]
OL414716,[]
OL423647,[]
OL423648,[]
OL423649,[]
OL423650,[]
